strong	tw_article	category	is_kt	lemma	n
H2470	bible/other/wrong	other	0	חָלָה	1
H2470	bible/other/declare	other	0	חָלָה	1
H2472	bible/other/dream	other	0	חֲלוֹם	57
H2479	bible/other/anguish	other	0	חַלְחָלָה	1
H2485	bible/other/flute	other	0	חָלִיל	2
H2486	bible/other/profane	other	0	חָלִילָה	6
H2488	bible/other/plunder	other	0	חֲלִיצָה	2
H2490	bible/other/profane	other	0	חָלַל	38
H2490	bible/other/defile	other	0	חָלַל	3
H2490	bible/other/flute	other	0	חָלַל	1
H2491	bible/other/slain	other	0	חָלָל	23
H2492	bible/other/dream	other	0	חָלַם	24
H2498	bible/other/sweep	other	0	חָלַף	1
H2502	bible/other/deliverer	other	0	חָלַץ	7
H2502	bible/kt/save	kt	1	חָלַץ	5
H2502	bible/other/gird	other	0	חָלַץ	1
H2504	bible/other/loins	other	0	חָלָץ	5
H2505	bible/other/disperse	other	0	חָלַק	2
H2505	bible/other/receive	other	0	חָלַק	1
H2506	bible/other/reward	other	0	חֵלֶק	1
H2506	bible/kt/inherit	kt	1	חֵלֶק	1
H2508	bible/kt/dominion	kt	1	חֲלָק	2
H2518	bible/names/hilkiah	names	0	חִלְקִיָּה	34
H2526	bible/names/ham	names	0	חָם	16
H2530	bible/other/lust	other	0	חָמַד	5
H2530	bible/other/delight	other	0	חָמַד	3
H2530	bible/other/envy	other	0	חָמַד	1
H2532	bible/other/delight	other	0	חֶמְדָּה	1
H2532	bible/other/earth	other	0	חֶמְדָּה	1
H2534	bible/kt/wrath	kt	1	חֵמָה	83
H2534	bible/other/rage	other	0	חֵמָה	7
H2543	bible/other/donkey	other	0	חֲמוֹר	91
H2544	bible/names/hamor	names	0	חֲמוֹר	13
H2550	bible/kt/compassion	kt	1	חָמַל	10
H2554	bible/other/tremble	other	0	חָמַס	1
H2555	bible/other/wrong	other	0	חָמָס	1
H2555	bible/other/falsewitness	other	0	חָמָס	1
H2556	bible/other/yeast	other	0	חָמֵץ	2
H2557	bible/other/yeast	other	0	חָמֵץ	6
H2557	bible/other/bread	other	0	חָמֵץ	1
H2561	bible/other/wine	other	0	חֶמֶר	1
H2562	bible/other/wine	other	0	חֲמַר	6
H2573	bible/other/wine	other	0	חֵמֶת	1
H2574	bible/names/hamath	names	0	חֲמָת	12
H2577	bible/names/hamath	names	0	חֲמָתִי	1
H2580	bible/kt/favor	kt	1	חֵן	60
H2580	bible/kt/grace	kt	1	חֵן	7
H2584	bible/names/hannah	names	0	חַנָּה	13
H2585	bible/names/enoch	names	0	חֲנוֹךְ	16
H2587	bible/kt/grace	kt	1	חַנּוּן	12
H2587	bible/kt/mercy	kt	1	חַנּוּן	1
H2589	bible/kt/grace	kt	1	חַנּוֹת	1
H2591	bible/other/wheat	other	0	חִנְטָא	2
H2595	bible/other/spear	other	0	חֲנִית	38
H2596	bible/other/dedicate	other	0	חָנַךְ	3
H2597	bible/other/dedicate	other	0	חֲנֻכָּא	4
H2598	bible/other/dedicate	other	0	חֲנֻכָּה	6
H2600	bible/other/vain	other	0	חִנָּם	2
H2600	bible/other/free	other	0	חִנָּם	1
H2603	bible/kt/grace	kt	1	חָנַן	25
H2603	bible/kt/favor	kt	1	חָנַן	17
H2603	bible/other/plead	other	0	חָנַן	7
H2603	bible/kt/mercy	kt	1	חָנַן	6
H2603	bible/kt/compassion	kt	1	חָנַן	1
H2608	bible/names/hananiah	names	0	חֲנַנְיָה	29
H2610	bible/other/desecrate	other	0	חָנֵף	1
H2611	bible/kt/godly	kt	1	חָנֵף	10
H2614	bible/other/hang	other	0	חָנַק	1
H2616	bible/kt/faithful	kt	1	חָסַד	2
H2616	bible/other/shame	other	0	חָסַד	1
H2617	bible/kt/covenantfaith	kt	1	חֶסֶד	217
H2617	bible/kt/faithful	kt	1	חֶסֶד	4
H2617	bible/kt/covenant	kt	1	חֶסֶד	1
H2617	bible/kt/mercy	kt	1	חֶסֶד	1
H2617	bible/other/shame	other	0	חֶסֶד	1
H2620	bible/other/refuge	other	0	חָסָה	31
H2620	bible/other/seek	other	0	חָסָה	1
H2620	bible/kt/trust	kt	1	חָסָה	1
H2623	bible/kt/faithful	kt	1	חָסִיד	29
H2625	bible/other/locust	other	0	חָסִיל	5
H2626	bible/other/mighty	other	0	חֲסִין	1
H2628	bible/other/consume	other	0	חָסַל	1
H2643	bible/kt/innocent	kt	1	חַף	1
H2648	bible/other/terror	other	0	חָפַז	2
H2648	bible/other/tremble	other	0	חָפַז	1
H2648	bible/other/alarm	other	0	חָפַז	1
H2654	bible/other/delight	other	0	חָפֵץ	55
H2654	bible/kt/willofgod	kt	1	חָפֵץ	1
H2655	bible/other/delight	other	0	חָפֵץ	4
H2656	bible/other/delight	other	0	חֵפֶץ	7
H2656	bible/other/lust	other	0	חֵפֶץ	2
H2658	bible/other/seek	other	0	חָפַר	3
H2659	bible/other/shame	other	0	חָפֵר	3
H2664	bible/other/seek	other	0	חָפַשׂ	10
H2670	bible/other/free	other	0	חׇפְשִׁי	10
H2670	bible/other/deliver-toharm	other	0	חׇפְשִׁי	1
H2671	bible/other/bowweapon	other	0	חֵץ	3
H2671	bible/other/bow-weapon	other	0	חֵץ	1
H2688	bible/names/tamar	names	0	חַצְצוֹן תָּמָר	1
H2689	bible/other/trumpet	other	0	חֲצֹצְרָה	17
H2691	bible/other/court	other	0	חָצֵר	30
H2706	bible/other/statute	other	0	חֹק	94
H2706	bible/other/decree	other	0	חֹק	4
H2706	bible/other/ordinance	other	0	חֹק	2
H2706	bible/other/law	other	0	חֹק	1
H2708	bible/other/statute	other	0	חֻקָּה	32
H2708	bible/other/feast	other	0	חֻקָּה	1
H2710	bible/other/decree	other	0	חָקַק	3
H2710	bible/other/commander	other	0	חָקַק	3
H2710	bible/other/scepter	other	0	חָקַק	2
H2713	bible/other/seek	other	0	חָקַר	7
H2714	bible/other/seek	other	0	חֵקֶר	6
H2715	bible/other/noble	other	0	חֹר	13
H2717	bible/other/destroyer	other	0	חָרַב	4
H2717	bible/other/desolate	other	0	חָרַב	2
H2717	bible/other/barren	other	0	חָרַב	1
H2718	bible/other/destroyer	other	0	חֲרַב	1
H2719	bible/other/sword	other	0	חֶרֶב	372
H2720	bible/other/desolate	other	0	חָרֵב	2
H2721	bible/other/devastated	other	0	חֹרֶב	1
H2721	bible/other/desolate	other	0	חֹרֶב	1
H2722	bible/names/sinai	names	0	חֹרֵב	14
H2723	bible/other/ruin	other	0	חׇרְבָּה	3
H2723	bible/other/desolate	other	0	חׇרְבָּה	2
H2724	bible/other/barren	other	0	חָרָבָה	1
H2724	bible/other/earth	other	0	חָרָבָה	1
H2727	bible/other/tremble	other	0	חָרַג	1
H2729	bible/other/tremble	other	0	חָרַד	12
H2729	bible/kt/fear	kt	1	חָרַד	3
H2730	bible/other/tremble	other	0	חָרֵד	3
H2730	bible/kt/fear	kt	1	חָרֵד	1
H2731	bible/other/tremble	other	0	חֲרָדָה	3
H2738	bible/other/thorn	other	0	חָרוּל	1
H2740	bible/kt/wrath	kt	1	חָרוֹן	2
H2742	bible/other/gold	other	0	חֲרוּץ	5
H2742	bible/other/thresh	other	0	חֲרוּץ	1
H2748	bible/other/magic	other	0	חַרְטֹם	9
H2751	bible/other/bread	other	0	חֹרִי	1
H2755	bible/other/dung	other	0	חֲרֵי־יוֹנִים	2
H2758	bible/other/plow	other	0	חָרִישׁ	3
H2763	bible/other/dedicate	other	0	חָרַם	25
H2763	bible/other/destroyer	other	0	חָרַם	20
H2764	bible/other/dedicate	other	0	חֵרֶם	18
H2764	bible/kt/consecrate	kt	1	חֵרֶם	6
H2764	bible/kt/curse	kt	1	חֵרֶם	1
H2768	bible/names/mounthermon	names	0	חֶרְמוֹן	7
H2771	bible/names/haran	names	0	חָרָן	8
H2778	bible/other/shame	other	0	חָרַף	19
H2778	bible/other/mock	other	0	חָרַף	2
H2781	bible/other/shame	other	0	חֶרְפָּה	61
H2781	bible/other/slander	other	0	חֶרְפָּה	1
H2790	bible/other/tongue	other	0	חָרַשׁ	14
H2790	bible/other/plow	other	0	חָרַשׁ	9
H2803	bible/other/understand	other	0	חָשַׁב	3
H2803	bible/kt/hope	kt	1	חָשַׁב	1
H2809	bible/names/heshbon	names	0	חֶשְׁבּוֹן	21
H2820	bible/other/punish	other	0	חָשַׂךְ	5
H2820	bible/other/watch	other	0	חָשַׂךְ	1
H2831	bible/other/noble	other	0	חַשְׁמַן	1
H2833	bible/other/breastplate	other	0	חֹשֶׁן	25
H2835	bible/other/flock	other	0	חָשִׂף	1
H2836	bible/kt/love	kt	1	חָשַׁק	1
H2836	bible/other/lust	other	0	חָשַׁק	1
H2841	bible/other/assembly	other	0	חַשְׁרָה	1
H2844	bible/other/terror	other	0	חַת	1
H2844	bible/kt/fear	kt	1	חַת	1
H2845	bible/names/hittite	names	0	חֵת	13
H2846	bible/other/bear-carryburden	other	0	חָתָה	1
H2847	bible/other/terror	other	0	חִתָּה	1
H2850	bible/names/hittite	names	0	חִתִּי	48
H2856	bible/other/seal	other	0	חָתַם	17
H2858	bible/other/seal	other	0	חֹתֶמֶת	1
H2859	bible/other/marriage	other	0	חָתַן	1
H2860	bible/other/bridegroom	other	0	חָתָן	9
H2861	bible/other/marriage	other	0	חֲתֻנָּה	1
H2863	bible/other/thief	other	0	חֶתֶף	1
H2864	bible/other/hard	other	0	חָתַר	1
H2865	bible/other/courage	other	0	חָתַת	29
H2865	bible/other/discourage	other	0	חָתַת	1
H2865	bible/kt/fear	kt	1	חָתַת	1
H2865	bible/other/terror	other	0	חָתַת	1
H2866	bible/other/terror	other	0	חֲתַת	1
H2869	bible/kt/good	kt	1	טָב	1
H2873	bible/other/slaughter	other	0	טָבַח	5
H2873	bible/other/slain	other	0	טָבַח	2
H2874	bible/other/slaughter	other	0	טֶבַח	3
H2876	bible/other/watch	other	0	טַבָּח	7
H2878	bible/other/slaughter	other	0	טִבְחָה	2
H2889	bible/kt/purify	kt	1	טָהוֹר	34
H2890	bible/kt/purify	kt	1	טְהוֹר	1
H2891	bible/kt/purify	kt	1	טָהֵר	67
H2892	bible/other/splendor	other	0	טֹהַר	1
H2893	bible/kt/purify	kt	1	טׇהֳרָה	1
H2895	bible/kt/good	kt	1	טוֹב	14
H2895	bible/other/well	other	0	טוֹב	1
H2896	bible/kt/good	kt	1	טוֹב	506
H2896	bible/other/prosper	other	0	טוֹב	4
H2896	bible/kt/holyspirit	kt	1	טוֹב	1
H2896	bible/kt/goodnews	kt	1	טוֹב	1
H2898	bible/kt/good	kt	1	טוּב	26
H2898	bible/other/prosper	other	1	טוּב	2
H2904	bible/other/stumble	other	0	טוּל	1
H2911	bible/kt/stone	kt	1	טְחוֹן	1
H2924	bible/kt/lamb	kt	1	טָלֶה	1
H2930	bible/other/defile	other	1	טָמֵא	9
H2931	bible/kt/sin	kt	1	טָמֵא	1
H2931	bible/other/defile	other	0	טָמֵא	1
H2934	bible/other/bury	other	0	טָמַן	1
H2940	bible/other/discernment	other	0	טַעַם	4
H2940	bible/other/decree	other	0	טַעַם	1
H2941	bible/other/decree	other	0	טַעַם	3
H2941	bible/other/report	other	0	טַעַם	1
H2941	bible/other/commander	other	0	טַעַם	1
H2942	bible/other/decree	other	0	טְעֵם	23
H2945	bible/other/family	other	1	טַף	1
H2963	bible/other/receive	other	0	טָרַף	1
H2964	bible/other/prey	other	0	טֶרֶף	10
H2964	bible/other/bread	other	0	טֶרֶף	1
H2967	bible/other/ruler	other	0	טַרְפְּלַי	1
H2975	bible/names/nileriver	names	0	יְאֹר	30
H2977	bible/names/josiah	names	0	יֹאשִׁיָּה	54
H2981	bible/other/bear	other	0	יְבוּל	5
H2981	bible/other/fruit	other	0	יְבוּל	1
H2981	bible/other/labor	other	0	יְבוּל	1
H2982	bible/names/jebusites	names	0	יְבוּס	2
H2983	bible/names/jebusites	names	0	יְבוּסִי	39
H3001	bible/other/barren	other	0	יָבֵשׁ	8
H3001	bible/other/shame	other	0	יָבֵשׁ	1
H3003	bible/names/gilead	names	0	יָבֵשׁ	6
H3004	bible/other/barren	other	0	יַבָּשָׁה	1
H3006	bible/other/earth	other	0	יַבֶּשֶׁת	1
H3013	bible/other/afflict	other	0	יָגָה	2
H3015	bible/other/mourn	other	1	יָגוֹן	1
H3015	bible/kt/lament	kt	1	יָגוֹן	1
H3015	bible/other/feast	other	0	יָגוֹן	1
H3018	bible/other/labor	other	0	יְגִיעַ	7
H3018	bible/other/labor-birthing	other	0	יְגִיעַ	1
H3021	bible/other/labor	other	0	יָגַע	3
H3025	bible/kt/fear	kt	1	יָגֹר	3
H3025	bible/other/terror	other	0	יָגֹר	2
H3027	bible/other/plunder	other	0	יָד	1
H3032	bible/other/lots	other	0	יָדַד	1
H3034	bible/kt/confess	kt	1	יָדָה	18
H3034	bible/other/praise	other	0	יָדָה	15
H3039	bible/kt/beloved	kt	1	יְדִיד	4
H3045	bible/other/know	other	0	יָדַע	839
H3045	bible/other/know-relationship	other	0	יָדַע	47
H3045	bible/other/instruct	other	0	יָדַע	5
H3045	bible/other/acknowledge	other	0	יָדַע	2
H3045	bible/other/understand	other	0	יָדַע	2
H3045	bible/other/companion	other	0	יָדַע	1
H3045	bible/other/discernment	other	0	יָדַע	1
H3046	bible/other/know	other	0	יְדַע	37
H3049	bible/kt/spirit	kt	1	יִדְּעֹנִי	4
H3049	bible/kt/demon	kt	1	יִדְּעֹנִי	1
H3050	bible/kt/yahweh	kt	1	יָהּ	43
H3054	bible/kt/jew	kt	1	יָהַד	1
H3058	bible/names/jehu	names	0	יֵהוּא	58
H3060	bible/names/joash	names	0	יְהוֹאָשׁ	7
H3061	bible/names/judea	names	0	יְהוּד	7
H3062	bible/kt/jew	kt	1	יְהוּדָאִי	10
H3063	bible/names/judea	names	0	יְהוּדָה	457
H3063	bible/names/judah	names	0	יְהוּדָה	220
H3063	bible/names/kingdomofjudah	names	0	יְהוּדָה	135
H3064	bible/kt/jew	kt	1	יְהוּדִי	75
H3066	bible/kt/hebrew	kt	1	יְהוּדִית	6
H3068	bible/kt/yahweh	kt	1	יְהֹוָה	6175
H3068	bible/kt/houseofgod	kt	1	יְהֹוָה	90
H3068	bible/kt/wordofgod	kt	1	יְהֹוָה	85
H3068	bible/kt/arkofthecovenant	kt	1	יְהֹוָה	42
H3068	bible/kt/iamyahweh	kt	1	יְהֹוָה	24
H3068	bible/kt/lordyahweh	kt	1	יְהֹוִה	22
H3068	bible/kt/temple	kt	1	יְהֹוָה	15
H3068	bible/kt/yahwehofhosts	kt	1	יְהֹוָה	14
H3068	bible/kt/dayofthelord	kt	1	יְהֹוָה	10
H3068	bible/kt/lawofmoses	kt	1	יְהֹוָה	5
H3068	bible/other/oath	other	0	יְהֹוָה	2
H3068	bible/kt/holyspirit	kt	1	יְהֹוָה	1
H3068	bible/kt/favor	kt	1	יְהֹוָה	1
H3071	bible/kt/yahweh	kt	1	יְהֹוָה נִסִּי	1
H3077	bible/names/jehoiada	names	0	יְהוֹיָדָע	51
H3078	bible/names/jehoiachin	names	0	יְהוֹיָכִין	6
H3079	bible/names/jehoiakim	names	0	יְהוֹיָקִים	37
H3083	bible/names/jonathan	names	0	יְהוֹנָתָן	65
H3084	bible/names/josephot	names	0	יְהוֹסֵף	1
H3088	bible/names/jehoram	names	0	יְהוֹרָם	14
H3088	bible/names/joram	names	0	יְהוֹרָם	2
H3091	bible/names/joshua	names	0	יְהוֹשׁוּעַ	219
H3092	bible/names/jehoshaphat	names	0	יְהוֹשָׁפָט	84
H3093	bible/other/proud	other	0	יָהִיר	1
H3093	bible/other/arrogant	other	0	יָהִיר	1
H3097	bible/names/joab	names	0	יוֹאָב	145
H3100	bible/names/joel	names	0	יוֹאֵל	19
H3101	bible/names/joash	names	0	יוֹאָשׁ	23
H3104	bible/other/sheep	other	0	יוֹבֵל	5
H3104	bible/other/horn	other	0	יוֹבֵל	1
H3117	bible/other/biblicaltimeday	other	0	יוֹם	1038
H3117	bible/kt/dayofthelord	kt	1	יוֹם	10
H3117	bible/other/biblicaltimeyear	other	0	יוֹם	3
H3117	bible/other/age-timeperiod	other	0	יוֹם	2
H3118	bible/other/biblicaltimeday	other	0	יוֹם	5
H3119	bible/other/biblicaltimeday	other	0	יוֹמָם	24
H3120	bible/names/greece	names	0	יָוָן	11
H3123	bible/other/dove	other	0	יוֹנָה	15
H3124	bible/names/jonah	names	0	יוֹנָה	19
H3129	bible/names/jonathan	names	0	יוֹנָתָן	39
H3130	bible/names/josephot	names	0	יוֹסֵף	206
H3130	bible/names/josephnt	names	0	יוֹסֵף	1
H3141	bible/names/joram	names	0	יוֹרָם	16
H3147	bible/names/jotham	names	0	יוֹתָם	24
H3157	bible/names/jezreel	names	0	יִזְרְעֵאל	28
H3158	bible/names/jezreel	names	0	יִזְרְעֵאלִי	8
H3159	bible/names/jezreel	names	0	יִזְרְעֵאלִית	2
H3162	bible/other/assembly	other	0	יַחַד	2
H3168	bible/names/ezekiel	names	0	יְחֶזְקֵאל	3
H3176	bible/kt/hope	kt	1	יָחַל	12
H3179	bible/other/conceive	other	0	יָחַם	2
H3180	bible/other/deer	other	0	יַחְמוּר	2
H3190	bible/kt/good	kt	1	יָטַב	53
H3190	bible/kt/favor	kt	1	יָטַב	19
H3190	bible/other/prosper	other	0	יָטַב	1
H3190	bible/other/joy	other	0	יָטַב	1
H3191	bible/kt/good	kt	1	יְטַב	1
H3196	bible/other/wine	other	0	יַיִן	131
H3198	bible/other/rebuke	other	0	יָכַח	19
H3198	bible/kt/appoint	kt	1	יָכַח	2
H3198	bible/other/plead	other	0	יָכַח	2
H3198	bible/other/judgeposition	other	1	יָכַח	1
H3198	bible/other/strife	other	0	יָכַח	1
H3198	bible/other/trial	other	0	יָכַח	1
H3198	bible/other/wrong	other	0	יָכַח	1
H3201	bible/other/bear-carryburden	other	0	יָכֹל	2
H3205	bible/other/bear	other	0	יָלַד	140
H3205	bible/kt/beget	kt	1	יָלַד	8
H3205	bible/other/bear-heldresponsiblefor	other	0	יָלַד	1
H3209	bible/other/bear	other	0	יִלּוֹד	1
H3211	bible/other/bear	other	0	יָלִיד	5
H3211	bible/other/descendant	other	0	יָלִיד	1
H3218	bible/other/locust	other	0	יֶלֶק	7
H3220	bible/names/thegreatsea	names	0	יָם	55
H3220	bible/names/redsea	names	0	יָם	21
H3220	bible/names/saltsea	names	0	יָם	9
H3220	bible/names/seaofgalilee	names	0	יָם	2
H3220	bible/names/arabah	names	0	יָם	1
H3222	bible/other/fountain	other	0	יֵם	1
H3225	bible/kt/good	kt	1	יָמִין	4
H3227	bible/names/benjamin	names	0	יְמִינִי	3
H3228	bible/names/benjamin	names	0	יְמִינִי	1
H3233	bible/kt/good	kt	1	יְמָנִי	2
H3238	bible/other/wrong	other	0	יָנָה	1
H3240	bible/kt/inherit	kt	1	יָנַח	1
H3240	bible/other/forsaken	other	0	יָנַח	1
H3245	bible/other/foundation	other	0	יָסַד	32
H3245	bible/other/dedicate	other	0	יָסַד	2
H3245	bible/other/assembly	other	0	יָסַד	1
H3245	bible/kt/appoint	kt	1	יָסַד	1
H3247	bible/other/foundation	other	0	יְסוֹד	6
H3248	bible/other/foundation	other	1	יְסוּדָה	1
H3254	bible/other/multiply	other	1	יָסַף	1
H3254	bible/other/mighty	other	0	יָסַף	1
H3256	bible/other/instruct	other	0	יָסַר	10
H3256	bible/other/rebuke	other	0	יָסַר	1
H3256	bible/other/admonish	other	0	יָסַר	1
H3256	bible/other/punish	other	0	יָסַר	1
H3259	bible/other/assembly	other	0	יָעַד	3
H3259	bible/kt/appoint	kt	1	יָעַד	2
H3272	bible/other/counselor	other	0	יְעַט	2
H3276	bible/other/profit	other	0	יָעַל	3
H3276	bible/other/profit-spiritual	other	0	יָעַל	3
H3277	bible/other/goat	other	0	יָעֵל	3
H3280	bible/other/goat	other	0	יַעֲלָה	1
H3289	bible/other/counselor	other	0	יָעַץ	71
H3289	bible/other/assembly	other	0	יָעַץ	2
H3290	bible/names/jacob	names	0	יַעֲקֹב	349
H3293	bible/other/honey	other	0	יַעַר	1
H3305	bible/names/joppa	names	0	יָפוֹ	4
H3307	bible/kt/testimony	kt	1	יָפֵחַ	1
H3315	bible/names/japheth	names	0	יֶפֶת	11
H3316	bible/names/jephthah	names	0	יִפְתָּח	30
H3318	bible/other/know	other	0	יָצָא	223
H3318	bible/kt/save	kt	1	יָצָא	1
H3318	bible/other/bear	other	0	יָצָא	1
H3323	bible/other/oil	other	0	יִצְהָר	21
H3327	bible/names/isaac	names	0	יִצְחָק	97
H3332	bible/other/hard-unyielding	other	0	יָצַק	2
H3332	bible/other/dedicate	other	0	יָצַק	1
H3332	bible/other/hard	other	0	יָצַק	1
H3335	bible/other/creation	other	0	יָצַר	1
H3338	bible/other/member	other	0	יָצֻר	1
H3342	bible/other/winepress	other	0	יֶקֶב	5
H3342	bible/other/wine	other	0	יֶקֶב	1
H3353	bible/other/snare	other	0	יָקוּשׁ	1
H3358	bible/other/noble	other	1	יַקִּיר	1
H3363	bible/other/hang	other	0	יָקַע	3
H3366	bible/kt/honor	kt	1	יְקָר	12
H3366	bible/other/splendor	other	0	יְקָר	3
H3368	bible/other/splendor	other	0	יָקָר	1
H3368	bible/kt/glory	kt	1	יָקָר	1
H3369	bible/other/snare	other	0	יָקֹשׁ	2
H3372	bible/kt/fear	kt	1	יָרֵא	312
H3372	bible/other/awe	other	0	יָרֵא	5
H3372	bible/other/terror	other	0	יָרֵא	3
H3372	bible/kt/honor	kt	1	יָרֵא	3
H3373	bible/kt/fear	kt	1	יָרֵא	40
H3373	bible/other/reverence	other	0	יָרֵא	1
H3374	bible/kt/fear	kt	1	יִרְאָה	38
H3374	bible/other/terror	other	0	יִרְאָה	1
H3379	bible/names/jeroboam	names	0	יָרׇבְעָם	104
H3381	bible/other/descendant	other	0	יָרַד	1
H3381	bible/other/subject	other	0	יָרַד	1
H3381	bible/other/bow	other	0	יָרַד	1
H3383	bible/names/jordanriver	names	0	יַרְדֵּן	183
H3384	bible/other/instruct	other	1	יָרָה	4
H3384	bible/other/teacher	other	0	יָרָה	3
H3384	bible/other/archer	other	0	יָרָה	2
H3384	bible/other/doctrine	other	0	יָרָה	1
H3389	bible/names/jerusalem	names	0	יְרוּשָׁלִַ͏ם	634
H3390	bible/names/jerusalem	names	0	יְרוּשָׁלֵם	26
H3391	bible/other/biblicaltimemonth	other	0	יֶרַח	10
H3393	bible/other/biblicaltimemonth	other	0	יְרַח	1
H3405	bible/names/jericho	names	0	יְרִיחוֹ	57
H3407	bible/other/curtain	other	0	יְרִיעָה	53
H3407	bible/other/tent	other	0	יְרִיעָה	1
H3409	bible/other/loins	other	0	יָרֵךְ	2
H3414	bible/names/jeremiah	names	0	יִרְמְיָה	147
H3415	bible/other/wrong	other	0	יָרַע	1
