# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
Jesus		43008021	43008021	Dialogue		Y
Jews, the		43008022	43008022	Normal		
Jesus		43008023	43008025	Dialogue		Y
Jesus		43008026	43008026	Normal		Y
Jesus		43008028	43008029	Dialogue		Y
Jesus		43008031	43008032	Dialogue		Y
Jews who had believed Jesus		43008033	43008033	Dialogue	superior	
Jesus		43008034	43008039	Dialogue		Y
Jesus		43008040	43008041	Normal		Y
Jesus		43008042	43008047	Dialogue		Y
Jews, the		43008048	43008048	Dialogue	angry	
Jesus		43008049	43008051	Dialogue		Y
Jews, the		43008052	43008053	Dialogue	outraged	
Jesus		43008054	43008056	Dialogue		Y
Jews, the		43008057	43008057	Dialogue		
Jesus		43008058	43008058	Dialogue		Y
disciples		43009002	43009002	Dialogue	accusing	
Jesus		43009003	43009005	Dialogue		Y
Jesus		43009007	43009007	Dialogue	giving orders	Y
neighbors of man blind from birth		43009008	43009008	Normal		
cured man, blind from birth		43009009	43009009	Normal		
neighbors of man blind from birth, others		43009009	43009009	Normal		
neighbors of man blind from birth		43009010	43009010	Dialogue		
cured man, blind from birth		43009011	43009012	Dialogue		
cured man, blind from birth		43009015	43009015	Dialogue		
Pharisees, other		43009016	43009016	Normal		
Pharisees, some		43009016	43009016	Normal		
Pharisees		43009017	43009017	Dialogue		
cured man, blind from birth		43009017	43009017	Dialogue		
Jews, the		43009019	43009019	Dialogue	challenging	
father of cured man, blind from birth		43009020	43009021	Dialogue	cautious	
father of cured man, blind from birth		43009023	43009023	Quotation		
Jews, the		43009024	43009024	Dialogue	challenging	
cured man, blind from birth		43009025	43009025	Dialogue		
Jews, the		43009026	43009026	Dialogue		
cured man, blind from birth		43009027	43009027	Dialogue		
Jews, the		43009028	43009029	Dialogue	harsh	
cured man, blind from birth		43009030	43009033	Dialogue		
Jews, the		43009034	43009034	Dialogue	harsh	
Jesus		43009035	43009035	Dialogue	questioning	Y
cured man, blind from birth		43009036	43009036	Dialogue		
Jesus		43009037	43009037	Dialogue		Y
cured man, blind from birth		43009038	43009038	Dialogue		
Jesus		43009039	43009039	Dialogue		Y
Pharisees, some		43009040	43009040	Dialogue	challenging	
Jesus		43009041	43010005	Dialogue		Y
Jesus		43010007	43010018	Normal		Y
Jews, many		43010020	43010020	Normal	contempt	
Jews, other		43010021	43010021	Normal		
Jews, the		43010024	43010024	Dialogue		
Jesus		43010025	43010030	Dialogue		Y
Jesus		43010032	43010032	Dialogue		Y
Jews, the		43010033	43010033	Dialogue		
Jesus		43010034	43010038	Dialogue		Y
people near Jordan River		43010041	43010041	Normal		
Mary, sister of Martha		43011003	43011003	Normal		
Jesus		43011004	43011004	Normal		Y
Jesus		43011007	43011007	Dialogue		Y
disciples		43011008	43011008	Dialogue		
Jesus		43011009	43011011	Dialogue		Y
disciples		43011012	43011012	Dialogue	sad	
Jesus		43011014	43011015	Dialogue		Y
Thomas		43011016	43011016	Dialogue	resigned	
Martha		43011021	43011022	Dialogue		
Jesus		43011023	43011023	Dialogue	reassuring	Y
Martha		43011024	43011024	Dialogue		
Jesus		43011025	43011026	Dialogue		Y
Martha		43011027	43011028	Dialogue		
Mary, sister of Martha		43011032	43011032	Dialogue		
Jesus		43011034	43011034	Dialogue	questioning	Y
Mary, sister of Martha		43011034	43011034	Dialogue		
Jews who had been with Mary and Martha		43011036	43011036	Dialogue		
Jews who had been with Mary and Martha, some		43011037	43011037	Dialogue	skeptical	
Jesus		43011039	43011039	Dialogue		Y
Martha		43011039	43011039	Dialogue		
Jesus		43011040	43011044	Dialogue		Y
chief priests		43011047	43011048	Dialogue		
Caiaphas, the high priest		43011049	43011050	Dialogue	indignant	
Jews, the		43011056	43011056	Normal		
Judas Iscariot		43012005	43012005	Dialogue	rebuking	
Jesus		43012007	43012008	Dialogue		Y
crowd preparing for Passover Feast		43012013	43012013	Dialogue	praising	
Zechariah the prophet, son of Berechiah		43012015	43012015	Quotation		
teachers of religious law		43012019	43012019	Normal		
Greeks		43012021	43012021	Dialogue	respectful	
Jesus		43012023	43012028	Dialogue		Y
crowd preparing for Passover Feast, others		43012029	43012029	Normal		
Jesus		43012030	43012032	Dialogue		Y
crowd preparing for Passover Feast		43012034	43012034	Dialogue	challenging	
Jesus		43012035	43012036	Dialogue		Y
Isaiah		43012038	43012038	Quotation		
Isaiah		43012040	43012040	Quotation		
Jesus		43012044	43012050	Normal		Y
Peter (Simon)		43013006	43013006	Dialogue		
Jesus		43013007	43013008	Dialogue		Y
Peter (Simon)		43013008	43013009	Dialogue	declare	
Jesus		43013010	43013010	Dialogue		Y
narrator-JHN		43013011	43013021	Quotation		
John		43013025	43013025	Dialogue	sad	
Jesus		43013026	43013027	Dialogue		Y
Jesus		43013029	43013029	Quotation		Y
Jesus		43013031	43013036	Dialogue		Y
Peter (Simon)		43013036	43013037	Dialogue	puzzled	
Jesus		43013038	43014004	Dialogue		Y
Thomas		43014005	43014005	Dialogue	frustrated	
Jesus		43014006	43014007	Dialogue		Y
Philip the apostle		43014008	43014008	Dialogue		
Jesus		43014009	43014021	Normal		Y
Judas, apostle (not Judas Iscariot)		43014022	43014022	Dialogue	puzzled	
Jesus		43014023	43016016	Dialogue		Y
disciples		43016017	43016018	Normal	puzzled	
Jesus		43016019	43016028	Dialogue		Y
disciples		43016029	43016030	Dialogue	relieved	
Jesus		43016031	43017026	Dialogue		Y
Jesus		43018004	43018005	Dialogue	questioning	Y
narrator-JHN		43018006	43018006	Quotation		
Jesus		43018007	43018007	Dialogue	questioning	Y
soldiers		43018007	43018007	Dialogue	afraid	
Jesus		43018008	43018009	Dialogue		Y
Jesus		43018011	43018011	Dialogue		Y
Peter (Simon)		43018017	43018017	Dialogue	denial	
servant girl at high priest's courtyard		43018017	43018017	Dialogue		
Jesus		43018020	43018021	Dialogue		Y
officials of high priest, one of the		43018022	43018022	Dialogue	gruff	
Jesus		43018023	43018023	Dialogue		Y
Peter (Simon)		43018025	43018025	Dialogue	denial, stronger	
second person to accuse Peter (man)		43018025	43018025	Dialogue		
high priest's servant (relative of the man whose ear Peter cut off)		43018026	43018026	Dialogue	accusing	
Pilate		43018029	43018029	Dialogue	to crowd	
Jews, the		43018030	43018031	Dialogue	offended	
Pilate		43018033	43018033	Dialogue	to Jesus	
Jesus		43018034	43018034	Dialogue	questioning	Y
Pilate		43018035	43018035	Dialogue	to Jesus	
Jesus		43018036	43018037	Dialogue		Y
Pilate		43018037	43018038	Dialogue	to Jesus	
Pilate		43018038	43018039	Dialogue	to crowd	
Jews, the		43018040	43018040	Dialogue		
soldiers, Roman		43019003	43019003	Dialogue	mocking	
Pilate		43019004	43019005	Dialogue	to crowd	
Pilate		43019006	43019006	Dialogue	to crowd	
chief priests		43019006	43019006	Dialogue	shouting	
Jews, the		43019007	43019007	Dialogue	insisting	
Pilate		43019009	43019010	Dialogue	to Jesus	
Jesus		43019011	43019011	Dialogue		Y
Jews, the		43019012	43019012	Dialogue	insisting	
Pilate		43019014	43019014	Dialogue	to crowd	
Jews, the		43019015	43019015	Dialogue	shouting	
Pilate		43019015	43019015	Dialogue	to crowd	
narrator-JHN		43019019	43019019	Quotation		
chief priests		43019021	43019021	Dialogue	protesting	
Pilate		43019022	43019022	Dialogue	impatient	
David		43019024	43019024	Quotation		
soldiers, Roman		43019024	43019024	Dialogue	gruff	
Jesus		43019026	43019028	Dialogue		Y
Jesus		43019030	43019030	Dialogue		Y
David		43019036	43019037	Quotation		
Mary Magdalene		43020002	43020002	Dialogue		
Mary Magdalene		43020013	43020013	Dialogue		
angels in white, two		43020013	43020013	Dialogue		
Jesus		43020015	43020015	Dialogue		Y
Mary Magdalene		43020015	43020015	Dialogue		
Jesus		43020016	43020016	Dialogue		Y
Mary Magdalene		43020016	43020016	Dialogue		
Jesus		43020017	43020017	Dialogue		Y
Mary Magdalene		43020018	43020018	Normal		
Jesus		43020019	43020019	Dialogue		Y
Jesus		43020021	43020023	Dialogue		Y
Thomas		43020025	43020025	Dialogue	stubborn	
disciples (but not Thomas)		43020025	43020025	Dialogue	excited	
Jesus		43020026	43020027	Dialogue		Y
Thomas		43020028	43020028	Dialogue	shocked	
Jesus		43020029	43020029	Dialogue		Y
Peter (Simon)		43021003	43021003	Dialogue		
Thomas		43021003	43021003	Dialogue		
Jesus		43021005	43021005	Dialogue	questioning	Y
Peter (Simon)		43021005	43021005	Dialogue	calling out	
Jesus		43021006	43021006	Dialogue		Y
John		43021007	43021007	Dialogue	amazed	
Jesus		43021010	43021010	Dialogue	giving orders	Y
Jesus		43021012	43021012	Dialogue		Y
narrator-JHN		43021012	43021012	Quotation		
Jesus		43021015	43021015	Dialogue	questioning	Y
Peter (Simon)		43021015	43021015	Dialogue		
Jesus		43021016	43021016	Dialogue	questioning	Y
Peter (Simon)		43021016	43021016	Dialogue		
Jesus		43021017	43021017	Dialogue	speaking to Peter (Simon)	Y
narrator-JHN		43021017	43021017	Quotation	quotation of Jesus' words (should be spoken by narrator)	
Jesus		43021018	43021019	Normal	speaking to Peter (Simon)	Y
narrator-JHN		43021020	43021020	Quotation		
Peter (Simon)		43021021	43021021	Dialogue	defensive	
Jesus		43021022	43021023	Dialogue		Y
Jesus		44001004	44001005	Dialogue		Y
disciples		44001006	44001006	Dialogue		
Jesus		44001007	44001008	Dialogue		Y
men dressed in white, two (angels)		44001011	44001011	Dialogue		
Peter (Simon)		44001016	44001017	Normal		
Peter (Simon)		44001020	44001022	Normal		
believers, one hundred twenty		44001024	44001025	Normal	praying	
Jews, God-fearing from every nation		44002007	44002012	Normal	amazed	
Jews, God-fearing from every nation, some		44002013	44002013	Normal	mocking	
Peter (Simon)		44002014	44002036	Normal		
crowd in Jerusalem on Pentecost		44002037	44002037	Dialogue		
Peter (Simon)		44002038	44002040	Dialogue		
Peter (Simon)		44003004	44003004	Dialogue		
Peter (Simon)		44003006	44003006	Dialogue		
Peter (Simon)		44003012	44003026	Normal		
Ananias (Annas), the high priest (father-in-law of Caiaphas)		44004007	44004007	Dialogue		
Peter (Simon)		44004008	44004012	Dialogue		
Ananias (Annas), the high priest (father-in-law of Caiaphas)		44004016	44004017	Normal		
Peter (Simon)		44004019	44004020	Dialogue		
apostles, elders, and whole church at Jerusalem		44004024	44004030	Normal		
Peter (Simon)		44005003	44005004	Dialogue	rebuking	
Peter (Simon)		44005008	44005008	Dialogue		
Sapphira, wife of Ananias of Jerusalem		44005008	44005008	Dialogue		
Peter (Simon)		44005009	44005009	Dialogue		
angel		44005020	44005020	Normal	commanding	
officers		44005023	44005023	Normal	perplexed	
person who told the guards and priests where the apostles were		44005025	44005025	Normal	excited	
Ananias (Annas), the high priest (father-in-law of Caiaphas)		44005028	44005028	Dialogue		
Peter (Simon)		44005029	44005032	Dialogue		
Gamaliel		44005035	44005039	Normal		
disciples		44006002	44006004	Normal		
Jews of Cyrene, Alexandria, Cilicia & Asia		44006011	44006011	Normal	accusing	
false witnesses		44006013	44006014	Normal		
Ananias (Annas), the high priest (father-in-law of Caiaphas)		44007001	44007001	Normal		
Stephen		44007002	44007053	Normal		
Stephen		44007056	44007056	Dialogue		
Stephen		44007059	44007060	Normal		
people of Samaria, all the		44008010	44008010	Normal		
Simon, sorcerer		44008019	44008019	Normal		
Peter (Simon)		44008020	44008023	Dialogue	rebuking	
Simon, sorcerer		44008024	44008024	Dialogue		
angel		44008026	44008026	Normal		
Holy Spirit, the		44008029	44008029	Normal		Y
Philip the evangelist		44008030	44008030	Dialogue		
Ethiopian officer of Queen Candace		44008031	44008031	Dialogue		
Isaiah		44008032	44008033	Quotation		
Ethiopian officer of Queen Candace		44008034	44008034	Dialogue		
Ethiopian officer of Queen Candace		44008036	44008036	Dialogue		
Jesus		44009004	44009005	Normal	questioning	Y
Jesus		44009006	44009006	Normal		Y
Ananias of Damascus		44009010	44009010	Normal	awe	
Jesus		44009010	44009012	Normal		Y
Ananias of Damascus		44009013	44009014	Normal	puzzled	
Jesus		44009015	44009016	Normal		Y
Ananias of Damascus		44009017	44009017	Normal	praying	
all who heard (in synagogues)		44009021	44009021	Normal		
Peter (Simon)		44009034	44009034	Dialogue		
disciples, two men (from Joppa)		44009038	44009038	Normal	urgent	
Peter (Simon)		44009040	44009040	Normal		
angel		44010003	44010004	Normal		
angel		44010005	44010006	Normal		
Holy Spirit, the	God/Jesus	44010013	44010013	Normal		Y
Peter (Simon)		44010014	44010014	Normal		
Holy Spirit, the	God/Jesus	44010015	44010015	Normal		Y
Holy Spirit, the		44010019	44010020	Normal		Y
Peter (Simon)		44010021	44010021	Dialogue		
men from Cornelius		44010022	44010022	Dialogue	respectful	
Peter (Simon)		44010026	44010026	Dialogue		
Peter (Simon)		44010028	44010029	Dialogue		
Cornelius		44010030	44010033	Normal		
Peter (Simon)		44010034	44010043	Dialogue		
Peter (Simon)		44010047	44010047	Dialogue		
believers, circumcised (in Jerusalem)		44011003	44011003	Normal	critical	
Peter (Simon)		44011005	44011017	Dialogue		
believers, circumcised (in Jerusalem)		44011018	44011018	Dialogue	rejoicing	
angel		44012007	44012008	Normal	commanding	
Peter (Simon)		44012011	44012011	Normal	speaking or thinking to himself	
people praying at John Mark's mother's house		44012015	44012015	Dialogue		
Peter (Simon)		44012017	44012017	Dialogue		
people of Tyre and Sidon		44012022	44012022	Normal	shouting	
Holy Spirit, the		44013002	44013002	Normal		Y
Good Priest		44013015	44013015	Normal	gracious	
Paul		44013016	44013041	Normal	preaching	
Paul		44013046	44013047	Normal	boldly	
Paul		44014010	44014010	Dialogue	calling out	
crowd in Lystra		44014011	44014011	Dialogue	excited	
Paul		44014015	44014017	Dialogue	preaching	
Paul		44014022	44014022	Normal		
men from Judea, some		44015001	44015001	Normal	harsh	
believers who were Pharisees		44015005	44015005	Dialogue		
Peter (Simon)		44015007	44015011	Dialogue		
James		44015013	44015021	Normal		
Paul		44015036	44015036	Normal		
Macedonian		44016009	44016009	Normal		
Lydia		44016015	44016015	Normal		
fortune telling slave girl		44016017	44016017	Dialogue		
Paul		44016018	44016018	Dialogue	sternly	
owners of fortune telling slave girl		44016020	44016021	Dialogue	angry	
Paul		44016028	44016028	Dialogue	shouting	
jailer in Philippi		44016030	44016030	Dialogue	fearful	
Paul		44016031	44016031	Dialogue		
officers of magistrates		44016035	44016035	Normal		
jailer in Philippi		44016036	44016036	Dialogue	respectful	
Paul		44016037	44016037	Dialogue	upset	
Paul		44017003	44017003	Normal		
mob		44017006	44017007	Normal		
Epicurean and Stoic philosophers, other		44017018	44017018	Normal	superior	
Epicurean and Stoic philosophers, some		44017018	44017018	Normal	superior	
Epicurean and Stoic philosophers		44017019	44017020	Dialogue	curious	
Paul		44017022	44017031	Normal		
Epicurean and Stoic philosophers, interested		44017032	44017032	Dialogue		
Paul		44018006	44018006	Normal	rebuking	
Jesus		44018009	44018010	Normal		Y
Jews, the		44018013	44018013	Dialogue	angry	
Gallio, proconsul of Achaia		44018014	44018015	Dialogue	sternly	
Paul		44018021	44018021	Normal		
Paul		44019002	44019002	Dialogue	to new believers	
disciples in Ephesus, some		44019002	44019002	Dialogue		
Paul		44019003	44019004	Dialogue		
disciples in Ephesus, some		44019003	44019003	Dialogue		
seven sons of Sceva		44019013	44019013	Normal	over-dramatic	
evil spirit in possessed man		44019015	44019015	Normal		
Paul		44019021	44019021	Normal		
Demetrius the silversmith		44019025	44019027	Normal		
craftsmen and workmen		44019028	44019028	Normal	furious	
craftsmen and workmen		44019034	44019034	Normal	furious	
city clerk of Ephesus		44019035	44019040	Normal	diplomatic	
Paul		44020010	44020010	Dialogue	calling out	
Paul		44020018	44020035	Normal		
Agabus the prophet		44021011	44021011	Dialogue	proclaim	
Paul		44021013	44021013	Dialogue	sad	
Paul's traveling companions, Luke and		44021014	44021014	Dialogue	resigned	
James		44021020	44021025	Normal		
Jews from Asia		44021028	44021028	Normal	shouting	
crowd		44021036	44021036	Normal	shouting	
Paul		44021037	44021037	Dialogue		
commander of Roman troops in Jerusalem		44021037	44021037	Dialogue		
commander of Roman troops in Jerusalem		44021038	44021038	Normal		
Paul		44021039	44021039	Dialogue		
Paul		44022001	44022001	Normal	preaching	
Paul		44022003	44022021	Normal	preaching	
crowd in Jerusalem		44022022	44022022	Normal	screaming	
Paul		44022025	44022025	Dialogue	sternly	
centurion at Paul's flogging		44022026	44022026	Dialogue	anxious	
Paul		44022027	44022027	Dialogue		
commander of Roman troops in Jerusalem		44022027	44022027	Dialogue		
Paul		44022028	44022028	Dialogue		
commander of Roman troops in Jerusalem		44022028	44022028	Dialogue		
Paul		44023001	44023001	Dialogue	sternly	
Paul		44023003	44023003	Dialogue	rebuking	
those standing near Paul in Sanhedrin		44023004	44023004	Dialogue	angry	
Paul		44023005	44023006	Dialogue		
Pharisees		44023009	44023009	Dialogue	arguing	
Jesus		44023011	44023011	Normal		Y
Jews, more than forty in conspiracy		44023014	44023015	Dialogue	plotting	
Paul		44023017	44023017	Dialogue		
centurion in the barracks		44023018	44023018	Dialogue		
commander of Roman troops in Jerusalem		44023019	44023019	Dialogue		
son of Paul's sister (young man)		44023020	44023021	Dialogue		
commander of Roman troops in Jerusalem		44023022	44023024	Dialogue	ordering	
Felix, governor of Judea		44023035	44023035	Normal	with authority	
Tertullus, lawyer		44024002	44024006	Normal		
Tertullus, lawyer		44024008	44024008	Normal	accusing	
Paul		44024010	44024021	Normal		
Felix, governor of Judea		44024022	44024022	Dialogue		
Felix, governor of Judea		44024025	44024025	Normal	afraid	
Paul		44025008	44025008	Dialogue	defense to governor	
Festus, governor of Judea		44025009	44025009	Dialogue		
Paul		44025010	44025011	Dialogue		
Festus, governor of Judea		44025012	44025012	Dialogue		
Festus, governor of Judea		44025014	44025022	Dialogue		
Festus, governor of Judea		44025024	44025027	Dialogue		
King Herod Agrippa II		44026001	44026001	Dialogue		
Paul		44026002	44026023	Normal		
Festus, governor of Judea		44026024	44026024	Dialogue		
Paul		44026025	44026027	Dialogue		
King Herod Agrippa II		44026028	44026028	Dialogue		
Paul		44026029	44026029	Dialogue		
King Herod Agrippa II		44026031	44026031	Dialogue		
King Herod Agrippa II		44026032	44026032	Dialogue		
Paul		44027010	44027010	Normal	warning	
Paul		44027021	44027026	Normal		
Paul		44027031	44027031	Normal	warning	
Paul		44027033	44027034	Normal	encouraging	
Malta islanders		44028004	44028004	Normal	suspicious	
Paul		44028017	44028020	Dialogue		
Jews, leaders of the (in Rome)		44028021	44028022	Dialogue		
Paul		44028025	44028028	Normal		
God		45001017	45001017	Quotation		Y
