lex,default
R<===/,壞的；醜陋的
R<B/,飢餓；旱災
R<B=/,飢餓；挨餓
R<BWN/,旱災；飢餓
R<B[,飢餓；挨餓
R<C[,搖動；搖擺
R<H/,吃草；放牧
R<H=/,朋友
R<H==/,（女性）同
R<H=[,吃草；放牧
R<J/,草場
R<J=/,利以，《思》勒依
R<JH/,（我的）朋友；（我的）佳偶，（我的）愛人；（我的）良人
R<L/,走路踉蹌；搖搖幌幌；東倒西歪
R<LH/,面紗；圍巾
R<LJH/,利來雅，《思》勒厄拉雅
R<MJH/,拉米，《現》拉末，《思》辣阿米雅
R<MSS/,蘭塞，《思》辣默色斯
R<P[,滿溢
R<W/,拉吳，《思》勒伍
R<W>L/,流珥，《思》勒烏耳
R<WT/,追求；追趕
R<WT=/,追求；追趕
R<Y[,粉碎
R>C/,頭
R>C=/,頭
R>C==/,頭
R>CH/,首先的；先前的
R>CH=/,基石
R>CJT/,開始
R>CWN/,首先的；先前的；最重要的；之前的
R>H/,先見
R>H=/,看見；觀看；留意
R>H==/,先見
R>H[,看見；觀看；留意
R>J/,看見
R>J=/,銅鏡
R>JH/,利亞雅，《思》勒阿雅
R>M/,野牛
R>WBN/,呂便，《思》勒烏本
R>WBNJ/,呂便人，《思》勒烏本人
R>WMH/,流瑪，《思》勒烏瑪
RB/,大的
RB</,第四代子孫
RB<=/,第四，四分之一
RB<==/,第四，四分之一
RB<===/,第四，四分之一
RB<====/,第四，四分之一
RB<=[,躺下
RB==/,大的
RB===/,大的
RBBH/,千萬；無數的
RBD[,覆蓋；裝飾
RBH/,拉巴，《思》辣巴
RBJ<J/,第四
RBJBJM/,驟雨
RBJD/,鏈子；項鏈
RBJT/,拉璧，《思》多貝辣特
RBK[,混合
RBLH/,利比拉，《思》黎貝拉
RBQH/,利百加，《思》黎貝加
RBY/,休息的地方
RBY[,躺臥；蹲伏；坐下
RB_CQH/,大的
RC</,邪惡的；有罪的；有錯誤
RC<=/,邪惡的行為；邪惡
RC<H/,邪惡的行為；邪惡
RC<[,有罪
RCC[,打碎；壓碎
RCJWN/,許可，批准
RCP/,火焰；閃光；火花
RCP=/,火焰；閃光；火花
RCT/,網
RDD[,覆蓋；塗
RDH=[,管轄，管理；統治
RDH[,管轄，管理；統治
RDJ/,拉代，《思》辣待
RDJD/,面紗；披肩；披巾
RDM[,熟睡，沉睡
RDP[,追隨；追，追趕，追逐，追蹤
RG</,片刻；瞬間
RG<=/,安靜，寧靜
RG<[,片刻，一會兒；暫時
RGB/,土塊
RGL/,腳；腿
RGLJ/,步行的人
RGLJM/,羅基琳，《思》洛革林
RGL[,教走路
RGM/,利健，《思》勒根
RGMH/,人群；一群人
RGM[,用石頭擲
RGM_MLK/,利堅‧米勒，《思》君王的官員
RGZ/,動蕩；激動
RGZ=/,顫抖的心
RGZH/,發抖
RGZ[,顫抖，發抖；震動；被干擾；被擾亂；興奮；振動
RHJV/,樑；椽木
RJ/,水分
RJB/,爭執，爭吵，衝突，爭論；（法律）訴訟，案件，起訴書
RJBH/,爭執，爭吵，衝突，爭論；（法律）訴訟，案件，起訴書
RJBJ/,利拜，《思》黎拜
RJB[,吵架；爭辯；指責
RJC/,貧窮
RJQ/,空的
RJQ=/,空的
RJQM,無故，無緣無故；無辜
RJX/,味道，氣味，香氣
RK/,膽小，膽怯
RK=/,溫柔，溫順，彬彬有禮
RKB/,上磨石
RKB=/,趕車的人；騎兵
RKB==/,利甲，《思》勒加布
RKBH/,乘騎
RKB[,乘騎
RKC/,快馬
RKK[,軟化
RKL/,拉哈勒，《思》加爾默耳【《思》源於另一個抄本？】
RKLH/,交易；貿易；買賣
RKS=/,設計，計劃；謀害；圖謀
RKWB/,戰車；馬車
RM/,蘭
RMF/,爬行動物；小動物
RMH/,蟲；蛆
RMH=/,扔，投
RMH==/,扔，投
RMH=[,扔，投
RMH[,扔，投
RMJH/,懶惰；怠惰；偷懶；鬆懈
RMJH=/,懶惰；怠惰；偷懶；鬆懈
RMJH==/,拉米，《思》辣米雅
RMLJHW/,利瑪利，《思》勒瑪里雅
RMS[,踐踏，踩碎
RMT/,利篾，《思》勒默特
RMT=/,利篾，《思》勒默特
RMTJ/,拉瑪人，《思》辣瑪人
RMWN/,石榴樹
RMWN=/,臨摩挪，《思》黎孟
RMWN_PRY/,臨門‧帕烈，《思》黎孟培勒茲
RMWT/,廢物，垃圾
RMX/,矛，槍
RP>/,巨人（音譯：拉法），《思》辣法巨人【《和》的“巨人”不是名字，需要標註音譯嗎？】
RP>JM=/,巨人（音譯：拉法），《思》辣法巨人【《和》的“巨人”不是名字，需要標註音譯嗎？】
RP>JM==/,巨人（音譯：拉法），《思》辣法巨人【《和》的“巨人”不是名字，需要標註音譯嗎？】
RP>L/,利法益，《思》勒法耳
RP>WT/,得醫治
RP>[,醫治；治愈；愈合
RPC/,淤泥；污垢
RPJDJM/,利非訂，《思》勒非丁
RPJH/,利法雅，《思》勒法雅
RPJWN/,灰心喪氣；氣餒
RPT/,動物棚，牲畜棚
RPW>/,拉孚，《思》辣富
RPX/,利法，《思》勒法黑
RQ/,唾沫
RQ</,捶打而成的薄板
RQ<[,頓（足），跺（腳）
RQB/,腐敗；腐爛
RQBWN/,腐敗；腐爛
RQD[,跳舞；跳躍；蹦跳
RQH/,太陽穴；鬢角
RQJ</,天空，穹蒼；半球形物；拱頂；廣闊區域
RQJQ/,薄餅
RQM/,利堅，《思》勒耿
RQM=/,利堅，《思》勒耿
RQMH/,繡花布；刺繡品
RQM[,刺繡師
RQQ[,啐唾沫，吐口水
RQT/,拉甲，《思》辣卡特
RQWN/,拉昆，《思》辣孔
RQX/,配製；調和；混合
RQX==/,製造香膏的人
RQX===/,香料調製的
RSH/,勒撒，《思》黎撒
RSJS/,潮濕，潮氣
RSJS=/,潮濕，潮氣
RSS[,弄濕；滋潤
RTMH/,利提瑪，《思》黎特瑪
RTQ[,用鎖鏈鎖住
RTT/,顫抖；戰戰兢兢
RTWQ/,鎖鏈；鏈子
RVB/,精力充沛；蓬勃發展
RVC[,屠殺
RVPC[,精力充沛；健康
RVV/,顫抖 > 受驚嚇，震驚；戰兢
RW<[,喊叫；呼喊
RWC[,忍受缺乏
RWD[,焦躁不安；不守規矩；想要掙脫束縛
RWH/,濕潤的；澆了水的
RWJH/,溢出；滿溢
RWMH=/,度瑪，魯瑪，《思》杜瑪，魯瑪
RWMM/,讚美；高舉（上帝）
RWT/,路得，《思》盧德
RWX/,靈
RWX=/,空間；距離
RWXH/,輕鬆；如釋重負
RWY[,跑；趕緊跑；賽跑
RXB/,大的，寬闊的；寬敞的
RXB<M/,羅波安，《思》勒哈貝罕
RXB=/,寬度；廣度；厚度
RXB==/,寬闊的地方；街，街市；廣場，市場
RXB===/,大的，寬闊的；寬敞的
RXB====/,寬闊的地方；街，街市；廣場，市場
RXB=====/,寬闊的地方；街，街市；廣場，市場
RXB======/,廣闊，遼闊
RXBWT/,利河伯，《思》寬大
RXB[,大的；廣闊的
RXC[,滿腦子都是想法
RXJM/,石磨
RXM=/,埃及禿鷹
RXM==/,憐憫；仁慈
RXMH/,女性；女孩；婦女；少女
RXMH=/,女性；女孩；婦女；少女
RXMH==/,女性；女孩；婦女；少女
RXMNJ/,慈悲
RXM[,愛
RXP[,顫抖，發顫，發抖
RXQ/,遠離（某人）
RXQ[,遠；走遠；保持遠距離
RXT/,揚穀鏟
RXWM/,憐憫
RXWM=/,利宏，《思》勒洪
RXWQ/,遠的；遙遠；有距離
RXY/,洗濯盆
RXYH/,洗滌
RXY[,洗澡；沐浴；清洗
RY/,（銀）塊
RY<[,刺穿
RY>[,奔跑
RYH=[,可接受的；悅納的
RYH[,可接受的；悅納的
RYJ>/,利寫，《思》黎茲雅
RYJN/,利汛，《思》勒斤
RYP/,熱石
RYP=/,熱石
RYPH/,燃燒的炭
RYPH==/,燃燒的炭
RYWN/,接納；青睞
RYX/,謀殺
RYX[,謀殺，兇殺，殺害
RYY[,打破
RZH/,瘦
RZJ/,消瘦下去；痛苦
RZM[,眼冒火光；怒視；瞪眼
RZN[,統治者
S<D[,加強；支持；維持
S<H[,狂怒；肆虐
S<JP/,（岩石的）裂縫
S<JP=/,（岩石的）裂縫
S<P/,三心兩意，猶豫不決
S<PH/,樹枝；分枝
S>H/,細亞
S>N[,重步行走
S>WN/,靴子
SB>/,烈性酒；酒
SB>==/,西巴，《思》色巴
SB>[,烈性酒；酒
SBB[,轉動；搖擺
SBH/,事件的轉折
SBK/,灌木叢
SBKJ/,西比該，《思》息貝開
SBL/,背重擔者；扛抬的人
SBL=/,強迫勞役
SBL==/,重擔 > 壓迫
SBLT/,西播列
SBLWT/,重擔 > 強迫勞役
SBL[,攜帶；承擔
SBRJM/,西伯蓮，《思》息貝辣因
SBT>/,撒弗他，《思》撒貝達
SBTK>/,撒弗提迦，《思》撒貝特加
SD/,木枷
SDJN/,細麻內衣
SDM/,所多瑪，《思》索多瑪
SDR/,秩序
SGN/,長官；官員
SGR[,關；關閉
SGWR/,胸廓
SGWR=/,胸廓
SHR/,監獄
SHR=/,圓；球形
SJG/,浮渣，礦渣
SJN/,汛的曠野，《思》欣曠野
SJN=/,汛的曠野，《思》欣曠野
SJNJ/,西尼人，《思》息尼人
SJNJ=/,西奈，《思》西乃
SJNJM/,色弗尼，《思》色威乃
SJSR>/,西西拉，《思》息色辣
SJWN/,西彎月
SJXWN/,西宏，《思》息紅
SK/,棚屋；草寮
SK=/,人群；群眾
SKH/,遮蔽物；棚屋；草寮
SKJ/,蘇基人，《思》穌基因人
SKKH/,西迦迦，《思》色加加
SKL/,（行為像）愚昧的人；愚蠢的
SKL=/,愚昧；愚蠢
SKLWT/,愚昧；愚蠢
SKL[,行事愚蠢，做事糊塗
SKN[,受益；有利
SKR=[,關閉；被關閉
SKR[,關閉；被關閉
SKT[,保持沉默
SKWT/,疏割，《思》穌苛特
SKWT=/,撒古特，《現》撒固，《思》撒雇特
SKWT_BNWT/,疏割‧比訥，《思》穌苛特貝諾特
SL/,籃子
SL</,磐石
SL<=/,磐石
SL<M/,蚱蜢
SL>/,悉拉，《思》未譯出
SLD/,西列，《思》色肋得
SLH,細拉
SLJXH/,赦免；饒恕
SLKH/,撒迦，《思》撒耳加
SLLH/,攻城坡
SLL[,堆高
SLM/,梯子；樓梯
SLP/,乖僻；彎曲；狡詐
SLP[,顛覆；破壞
SLSLH/,樹枝
SLT/,細麵；最好的麵粉
SLWN/,刺
SLX/,樂意饒恕；樂意赦免
SLX[,饒恕；赦免
SM/,芳香香料
SMDR/,葡萄樹的花
SMGR_NBW/,三甲‧尼波，《思》乃步沙次班【《思》的翻譯是根據不同的原文名字】
SMKJHW/,西瑪迦，《思》色瑪革雅
SMK[,按（手）；把（手）放在（頭上）
SML/,神像
SMN[,放置
SMR/,刺毛直豎的蝗蟲
SNBLV/,參巴拉，《思》桑巴拉特
SNH/,灌木叢；灌木
SNPJR/,鰭
SNSNH/,三撒拿，《思》桑森納
SNSNH=/,三撒拿，《思》桑森納
SNW>H/,哈西努亞，《現》哈西努，《思》哈斯奴阿
SNWRJM/,致盲；失明
SNXRJB/,西拿基立，《思》散乃黑黎布
SP/,碗；盆
SP=/,碗；盆
SP==/,碗；盆
SPD[,哀悼
SPH[,添加；增加
SPJ/,細派，《思》息派
SPJNH/,船
SPJR/,藍寶石
SPJX/,洪流；激流
SPJX=/,洪流；激流
SPL/,碗
SPN/,天花板
SPN[,覆蓋；鑲
SPP[,站在門檻
SPRD/,西法拉，《現》薩狄斯，《思》色法辣得
SPRH/,數目；總數
SPRT/,瑣斐列，《思》索費勒特
SPRWJ/,西法瓦音人，《思》色法瓦因人
SPRWJM=/,西法瓦音，《思》色法瓦因
SPXT/,皮疹
SQL[,向……連續投擲
SR/,悖逆的；頑梗的
SR<PH/,樹枝；分枝
SRB/,刺
SRD/,西烈，《思》色勒得
SRDJ/,西烈族，《思》色勒得家族
SRGWN/,撒珥根，《思》撒爾貢
SRH/,停止；終止
SRH=/,停止；終止
SRJS/,太監
SRN/,軸
SRN=/,軸
SRPD/,蕁麻
SRP[,燃燒；燒毀
SRR[,悖逆的；頑梗的
SRX/,懸掛
SS/,蛀蟲
SSMJ/,西斯買，《思》息斯買
STRJ/,西提利，《思》息特黎
STR[,隱藏
STW/,雨季；冬天
STWR/,西帖，《思》色突爾
SW>/,梭，《思》索阿
SWD/,議會；同伴
SWDJ/,梭底，《思》索狄
SWGR/,籠子
SWG[,後退；撤退
SWK=[,（用油）膏自己；抹油在自己身上；修飾自己
SWK[,（用油）膏自己；抹油在自己身上；修飾自己
SWP/,香蒲；紙莎草
SWP==/,香蒲；紙莎草
SWPH/,暴風
SWPH=/,暴風
SWS/,馬
SWSH/,母馬
SWSJ/,穌西，《思》穌息
SWT/,衣服；服裝；長袍
SWVJ/,瑣太，《思》索泰
SWX/,書亞，《思》穌亞
SWXH/,廢棄物；垃圾
SXB[,拖走
SXH[,掃除；刮淨
SXJ/,垃圾；渣滓，碎屑
SXR/,所得；收入
SXRH/,防禦；防禦物
SXRH=/,商品；市場
SXRT/,石頭；礦物
SXR[,自由地走動 > 經商；做買賣
T<<[,嘲笑；譏諷
T<LMH/,隱藏的事；秘密
T<NJT/,謙卑禁食
T<NK/,他納，《思》塔納客
T<NWG/,舒適；樂事；奢華
T<R/,剃刀，剃頭刀；小刀
T>/,房間；休息室；凹室；守衛房
T>BH/,切慕；渴慕
T>CWR/,松樹，柏樹，杉樹
T>H[,劃界
T>LH/,詛咒，咒詛
T>M[,懷有雙胎；成雙成對
T>NH/,無花果樹；無花果
T>NJH/,悲傷；哀悼
T>NT_CLH/,他納‧示羅，《思》塔納特史羅
T>R/,容貌；外形
T>R</,他利亞，《思》塔勒亞
T>R[,轉向
T>W/,劍羚
T>WH/,貪慾；慾望
TB<RH/,他備拉，《思》塔貝辣
TBH/,籃子；方舟
TBH=/,籃子；方舟
TBL/,地；大地；世界
TBL=/,變態的；可憎的
TBL==/,土巴，《思》突巴耳
TBLJT/,磨損；耗盡；漸漸變舊；漸漸破爛
TBLL/,殘疾；瑕疵；缺點
TBN/,草，乾草；草秸
TBNJ/,提比尼，《思》提貝尼
TBNJT/,建造，建築
TBW>H/,出產；農產品；農作物
TBWNH/,理解；領會；洞察力；聰明；智慧
TBWR/,他泊，《思》塔波爾
TBWSH/,倒台；敗亡；遇害
TBY/,提備斯，《思》特貝茲
TC</,九
TC>H/,吶喊；噪音；騷動
TCBJ/,提斯比人，《思》提市貝人
TCBY/,彩色的布
TCJ<J/,第九
TCW<H/,救恩；拯救；得勝
TCWBH/,再次發生
TCWQH/,把注意力轉向；戀慕；把精力集中在
TCWRH/,禮物，報酬
TD<L/,提達，《思》提達耳
TDHR/,月桂
TDMR/,達莫，《思》塔瑪爾，塔德摩爾
TFWMT/,抵押品；保證金
TGLT_PL>SR/,提革拉‧毗列色，《思》提革拉特丕肋色爾
TGMWL/,行動；作為
TGRH/,責打
THLH/,讚美
THPKWT/,行為歪曲
THW/,廢墟；荒涼之地；空虛混沌
THWM/,海洋；深淵
TJC/,公山羊
TJM>/,提瑪，《思》特瑪
TJMNJ/,提幔人，《思》特曼人
TJMNJ=/,提米尼，《思》特曼
TJMRH/,柱
TJRJ>/,提利，《思》提黎雅
TJRS/,提拉，《思》提辣斯
TJRWC/,待發酵的葡萄汁；（新）酒
TJYJ/,提洗人，《思》提漆人
TK/,欺騙；背叛
TKH[,跟隨（某人的）腳步
TKLH/,完美
TKLJT/,限制
TKLT/,紅紫色；藍色
TKN/,數目；數量；體積
TKN=/,數目；數量；體積
TKNJT/,計劃；結構；佈局
TKRJK/,長袍；披風；斗篷
TL/,小山崗
TL<[,穿深紅色的衣服
TL>FR/,提拉撒，《思》特拉撒爾
TL>H/,令人不安的；重擔；麻煩
TL>[,懸掛，吊
TLBCT/,衣服
TLH[,懸掛，吊著
TLJ/,箭袋
TLM/,犂溝
TLMJ/,撻買，《思》塔耳買
TLMJD/,學生；為徒的
TLNWT/,發怨言；埋怨
TLTL/,卷曲的（頭髮）
TLX/,他拉，《思》特拉黑
TL_>BJB/,提勒‧亞畢，《思》特耳阿彼布
TL_MLX/,特‧米拉，《思》特耳默拉
TL_XRC>/,特‧哈薩，《思》特耳哈爾沙
TM/,連在一起
TM=/,正直；無可指責
TMH/,正直；無可指責
TMHWN/,恐慌；混亂
TMJM/,整個的；完整的
TMJM=/,烏陵和土明
TMM[,即將完成；有待完成；結束；停止
TMN</,亭納，《思》提默納
TMNH/,亭拿，《思》提默納黑
TMNJ/,亭拿人，《思》提默納人
TMR=/,棗椰樹
TMR==/,棗椰樹
TMRWQ/,用塗抹的香膏來按摩
TMS/,流動
TMWZ/,搭模斯，《思》塔慕次
TMX/,答瑪，《思》特瑪赫，塔瑪赫
TNCMT/,倉鴞，貓頭鷹
TNCMT=/,倉鴞，貓頭鷹
TNJN/,海怪
TNW>H/,阻礙；反對
TNWMH/,打盹
TNWPH/,搖動；獻上（祭物）
TNWR/,烤爐
TNXMT/,單戶蔑，《現》單戶默，《思》堂胡默特
TP/,鼓；手鼓
TPL/,淡而無味的食物
TPL=/,淡而無味的食物
TPL==/,陀弗，《思》托費耳
TPLH/,祈禱
TPLH=/,非理性；毫無意義
TPLYT/,顫抖；搖動
TPR[,縫合
TPSX/,提弗薩，《思》提斐撒
TPTH/,焚燒的地方
TQ</,吹
TQP/,力量；權柄；能力
TQW<J/,提哥亞人，《思》特科亞人
TQWH/,帶子；繩子
TQWH=/,帶子；繩子
TQWH==/,帶子；繩子
TQWPH/,（太陽的）轉向點
TR<LH/,走路踉蹌；搖搖幌幌；東倒西歪
TR<TJ/,特拉人，《思》提辣人
TR>LH/,他拉拉，《思》塔辣拉
TRBJT/,利息
TRBWT/,增長；後裔
TRC/,提列，《思》特勒士
TRCT>/,省長
TRDMH/,沉睡，酣睡
TRHQH/,特哈加，《思》提爾哈卡
TRN/,旗杆
TRPJM/,家中的神像
TRTN/,元帥
TRTQ/,他珥他，《思》塔爾塔克
TRW<H/,喊叫；呼叫，呼喊；吹角；示警
TRWPH/,得醫治
TRX/,他拉，《思》特辣黑
TRX=/,他拉，《思》特辣黑
TRXNH/,特哈拿，《思》提爾哈納
TRYH/,得撒，《思》提爾匝
TRYH=/,得撒，《思》提爾匝
TRZH/,石松
TW/,標記
TW<BH/,可厭惡的行為；可憎惡的事
TWBL_QJN/,土八‧該隱，《思》突巴耳加音
TWCB/,寄居者，旅居者
TWDH/,認罪，承認罪孽、過犯，承認所犯的罪
TWGH/,悲傷，悲痛
TWGRMH/,陀迦瑪，《思》托加爾瑪
TWL<J/,陀拉族，《思》托拉家族
TWLD/,陀臘，《思》托拉得
TWLDWT/,出生順序
TWLL/,壓迫者；折磨者
TWR[,窺探
TWTX/,棍子，棍棒
TWX/,陀亞，《思》托亞
TWXLT/,盼望；希望
TWY>WT/,出口
TXKMNJ/,他革捫人，哈革摩尼人
TXLH/,開始；展開
TXMS/,短耳貓頭鷹
TXN/,他罕，《思》塔罕
TXNH/,施恩；憐憫
TXNH=/,施恩；憐憫
TXNJ/,他罕族，《思》塔罕家族
TXNWN/,懇求（憐憫）
TXPNJS/,答比匿，《思》塔培乃斯
TXPNXS/,答比匿，《思》塔黑培乃斯
TXR</,他利亞，《思》塔勒亞
TXR>/,鎧甲
TXW/,託戶，《思》托胡
TZNWT/,濫交；放蕩；賣淫；嫖娼；淫亂；墮落
TZZ[,砍掉；削去
V<H[,誤導；引入歧途
V<M/,味道
V<N[,裝載；使擔負
VB<T/,戒指；印戒
VB<WT/,答巴俄，《思》塔巴敖特
VB<[,陷入；沉沒
VBLJHW/,底巴利雅，《思》特巴里雅
VBL[,蘸；沾染；浸
VBT/,他巴，《思》塔巴特
VBWR/,肚臍；中央，中心點
VBX=/,廚子，廚師；屠夫
VBXH/,宰殺
VBXH=/,廚師
VBXT/,提巴，《思》貝塔
VHR/,潔淨的
VHR=/,明淨；清澈
VHRH/,潔淨
VHR[,成為潔淨的
VJRH/,營地；營寨；村；住處，居所
VJV/,泥土；塵土；淤泥；泥沼；黏土
VJX/,灰泥；石膏
VL/,甘霖；露水
VL>JM/,提拉因，《現》提煉，《思》特冷
VL>[,補；縫補
VLM/,提鍊，《思》特冷
VLM=/,提鍊，《思》特冷
VLMWN/,達們，《思》塔耳孟
VLVLH/,扔，拋，投
VM>/,變得不潔淨
VM>H/,污穢；不潔之物，不潔淨的
VM>[,變得不潔淨
VMH[,被看為愚笨；被視為不潔
VMN[,藏匿；隱藏自己
VN>/,筐子，籃子
VNP[,弄髒；玷污
VP/,孩童；小孩子
VPC[,肥的；油膩的
VPL[,掩飾；塗抹
VPP[,矯揉做作細步走路；走路装腔作势；以誘惑人的姿態走路；俏步徐行
VPSR/,元帥；招募官；軍長，將軍；首領；抄寫員；書記
VPT/,她法，《思》塔法特
VPX=/,一掌寬；手掌寬度
VRJ/,新鮮的；未乾的
VRJPH/,獵物；受害者；被撕碎的，被撕裂的
VRM/,之前
VRP/,獵物；受害者
VRP=/,新生的；剛萌芽生長的
VRP==/,獵物；受害者
VRP[,撕碎；撕裂；撕咬；撕爛
VRX/,擔子，重擔；重任；負荷
VWB=/,美好；美善；美麗
VWF[,俯衝；猛撲
VWH[,紡紗，紡線
VWL[,扔；拋；投
VWR/,行；層
VWVPT/,護符；經匣；頭巾；頭飾帶
VXH[,一箭之遠
VXNH/,推磨；磨穀
VXN[,磨；磨碎
VXRJM/,痔瘡；腫瘤；潰瘍
VXWN/,磨坊；手推磨石
WCNJ/,瓦希尼，約珥，《思》約厄耳
WCTJ/,瓦實提，《思》瓦市提
WDN/,威但，《思》丹
WHB/,哇哈伯，《思》瓦赫布
WJZT>/,瓦耶撒他，《思》耶匝達
WLD/,孩子
WNJH/,瓦尼雅
WPSJ/,縛西，《思》沃斐息
WW/,鈎子
WZR/,邪惡；有罪，犯罪的
XB/,（衣服的）摺袋
XB>[,凝結成冰
XBB/,何巴，《思》曷巴布
XBB[,鍾愛，疼愛，喜愛
XBC[,被繫住；被纏裹
XBH/,耶戶巴，《思》胡巴
XBJH/,哈巴雅
XBJWN/,隱藏
XBL==/,水手，船員，舵手，掌舵者
XBL=====/,桅杆
XBQ/,抱着手，抱着雙臂 > 遊手好閒
XBQWQ/,哈巴谷，《思》哈巴谷
XBQ[,抱著，抱住；擁抱，懷抱
XBR/,會員，同伴；朋友；合伙人，伙伴；同類
XBR==/,合伙的，搭伙的，伙伴
XBRH/,團體；同伴；結伴
XBRJ/,希別族，《思》赫貝爾家族
XBRNJ/,希伯倫族，希伯倫人，《思》赫貝龍家族
XBRT/,一套，一組
XBRT=/,配偶；伴侶；同伴，伙伴
XBRWN/,希伯崙，《思》赫貝龍
XBRWN=/,希伯崙，《思》赫貝龍
XBR[,相連，相接，連接；（互相）觸碰
XBV[,打，敲打；打穀
XBWR/,哈博河，《思》哈波爾
XBWRH/,傷口，損傷；創傷，碰傷，瘀傷
XBYLT/,水仙
XBYNJH/,哈巴洗尼雅，《思》哈巴漆尼雅
XCB/,腰帶，束腰帶，帶子
XCBDNH/,哈拔大拿，《思》哈協巴達納
XCBH/,哈舒巴，《思》哈叔巴
XCBNH/,哈沙拿，《思》哈沙貝納
XCBNJH/,哈沙尼，《思》哈沙貝乃雅
XCB[,思想；考慮
XCC/,乾草；糠粃
XCH[,靜默，緘默，沉默，不作聲
XCK/,黑暗
XCK=/,無名的，不著名的
XCKH/,黑暗
XCK[,變得昏暗，變黑暗
XCL[,疲乏；困倦；力竭
XCM/,戶珊，《思》胡商
XCM=/,哈順，《思》哈雄
XCM==/,哈順，《思》哈雄
XCML/,發光的銅，擦亮的銅；閃耀的金屬
XCMNH/,哈摩拿，《思》哈市摩納
XCMWN/,黑實門，《思》赫市孟
XCN/,胸袋
XCQ/,渴望；想要
XCQ=/,輻，輪輻
XCQ[,用桿連接
XCR/,轂
XCRH/,（雲）充滿水
XCTJ/,戶沙人，《思》胡沙人
XCWB/,哈述，《思》哈叔布
XDC/,新，新的
XDC=/,月，月份
XDC==/,月，月份
XDCH/,哈大沙，《思》哈達沙
XDD/,哈大，《思》哈達得
XDH/,歡喜，喜樂，高興
XDH[,歡喜，喜樂，高興
XDJD/,哈第，《思》哈狄得
XDL/,虛弱的，脆弱的；轉瞬即逝的，短暫的
XDL=/,（短暫的）世界；（會再次過去的）世界
XDLJ/,哈得萊，《思》哈德來
XDL[,不復存在，終止存在
XDQ/,荊棘
XDQL/,底格里斯，《思》底格里斯
XDR/,房間；內室
XDRK/,哈得拉，《思》哈得辣客
XDWH/,喜樂，快樂
XFK[,保留；留下不給
XFP/,小群
XFWP>/,哈蘇巴，《思》哈穌法
XG/,宴會，筵席；節慶，節期
XG>/,驚恐
XGB/,蝗蟲，蚱蜢
XGB=/,蝗蟲，蚱蜢
XGG[,走路踉蹌；搖搖幌幌；東倒西歪
XGJ/,哈基
XGJ=/,哈該，《思》哈蓋
XGJ==/,哈基
XGJH/,哈基雅
XGJT/,哈及，《思》哈基特
XGLH/,曷拉，《思》曷革拉
XGR[,束上，束緊；穿著（衣服 ， 盔甲）
XGW/,岩石的裂隙；山穴，石穴，岩洞，岩石的洞穴
XJ>L/,希伊勒，《思》希耳
XJC/,迅速地來臨，速速來到；急速地發生
XJDH/,謎語
XJH=/,健康；強壯，健壯；有活力
XJH[,活著；成為有生命的；得生命；存活
XJL==/,外牆；外層防禦工事；外郭
XJL==[,等候，等待
XJLM/,希蘭，《思》赫藍
XJL[,等候，等待
XJN/,美麗；優雅
XJQ/,身體；胸膛；懷中，懷裡；（坐著時的）大腿上面
XJRH/,希拉，《思》希辣
XJRM/,希蘭
XJWT/,活著，存活
XJY/,危牆；不穩固的牆
XJYWN/,外，外面，向外
XK/,上顎，上膛
XKH/,魚叉，魚矛
XKJLH/,哈基拉山，《思》曷勒士山，哈基拉山
XKLJH/,哈迦利亞，《思》哈加里雅
XKLJLJ/,充血的眼睛；眼睛發紅
XKLLWT/,充血的眼睛；眼目紅赤
XKM/,有智慧，聰明；能幹；技巧熟練；靈巧；狡猾
XKMH/,智慧；聰明；技能
XKMWNJ/,哈革摩尼，《思》哈革摩尼
XKM[,有能力；熟練；明智，有智慧，聰明
XL/,普通的，平常的；世俗的，俗的
XL>[,生病，患病
XLB/,奶
XLBH/,黑巴，《思》赫耳巴
XLBNH/,白松香，喜利比拿
XLBWN/,黑本，《思》赫耳朋
XLC/,軟弱
XLC[,虛弱；變得軟弱；氣絕，斷氣
XLD/,世界，世上
XLD=/,貓鼬，鼬鼠，虎鼬
XLD==/,希立，《思》赫肋得
XLDH/,户勒大，《思》胡耳達
XLDJ/,黑玳，《思》赫耳待
XLH/,餅（細麵餅，細麥麵餅）
XLH[,虛弱，軟弱；沒有力量；生病；受傷
XLJ/,病症，疾病；傷患
XLJH/,飾物，妝飾，首飾；珠寶
XLJL/,笛子
XLJLH,上帝不容許 ！一定不會；決不！絕不！
XLJPH/,套
XLJYH/,所有物；財物
XLL/,刺殺；被刺傷；被殺；傷重而死；受致命的傷
XLL[,玷污自己
XLMJC/,燧石，火石，打火石；堅石 ；磐石，岩石
XLMWT/,馬齒莧汁，錦葵
XLM[,變得強壯，漸漸肥壯
XLN/,希倫，《思》赫隆，厄隆
XLN=/,何崙，《思》曷隆
XLP/,作為酬報，作為酬勞
XLP=/,作為酬報，作為酬勞
XLP=[,浮現，出現；更新；再次興起；生長
XLP[,浮現，出現；更新；再次興起；生長
XLQ/,部分；份，一份
XLQ=/,光滑
XLQ==/,光滑
XLQ===/,部分；份，一份
XLQ====/,部分；份，一份
XLQH/,產業，地業；份
XLQH=/,產業，地業；份
XLQH==/,分隊，班次
XLQJ/,希勒族，《思》赫肋克家族
XLQJ=/,希勒愷，《思》赫耳凱
