# Hebrew Strong's pairs with highly similar per-book occurrence profiles — a free
# approximation of SDBH's `ctx` (contextual/situational) domain axis, NOT the `core`
# (concept/synonymy) axis every other signal in this pipeline targets. Derived entirely
# from public-domain WLC occurrence counts. Validated 2026-08 at 45.6% SDBH ctx-agreement
# vs. 13.81% random baseline. NOT wired into build_semantic_neighbors.py — see
# build_genre_context_pairs.py's docstring for why.
strong_a	strong_b	cosine
H7368	H7491	0.9002
H7381	H8163	0.9288
H7389	H8419	0.9939
H7408	H8297	1.0
H7408	H8392	0.9971
H7415	H7747	0.9623
H7415	H7706	0.9479
H7415	H8489	0.9366
H7423	H7563	0.9329
H7423	H8378	0.9188
H7423	H8537	0.9063
H7423	H7646	0.9045
H7425	H7526	0.9333
H7426	H8602	0.9284
H7430	H7431	0.9382
H7431	H7549	0.9369
H7440	H7442	0.9789
H7440	H8416	0.9671
H7440	H8398	0.9633
H7442	H8398	0.9873
H7442	H8416	0.9712
H7455	H8048	0.9708
H7455	H8471	0.9553
H7455	H8205	0.9238
H7456	H7682	0.9397
H7456	H8582	0.9316
H7456	H7817	0.9121
H7462	H8267	0.9135
H7466	H8352	0.904
H7467	H7956	0.9648
H7467	H8435	0.9355
H7482	H7834	0.9636
H7482	H7845	0.9544
H7486	H8477	0.9649
H7486	H7508	0.9245
H7486	H8519	0.9147
H7491	H7834	0.9435
H7491	H7682	0.9286
H7508	H8519	0.9989
H7508	H8477	0.9515
H7509	H8087	0.9718
H7509	H8060	0.9701
H7509	H8348	0.9701
H7509	H8092	0.9701
H7526	H7644	0.9345
H7550	H8573	0.9526
H7550	H7637	0.9328
H7551	H8246	0.9923
H7551	H7806	0.9923
H7553	H8457	0.9562
H7563	H8378	0.948
H7563	H7646	0.9401
H7563	H8537	0.9338
H7563	H8193	0.9036
H7581	H7845	0.9264
H7586	H8050	0.9749
H7588	H8342	0.9004
H7599	H8612	0.9278
H7600	H8414	0.917
H7600	H7644	0.9154
H7600	H7898	0.9129
H7603	H8438	0.9447
H7603	H8144	0.9339
H7603	H7794	0.9304
H7605	H7898	0.9045
H7611	H8048	0.9349
H7611	H8471	0.9101
H7613	H8318	0.9012
H7641	H8283	0.9724
H7641	H8297	0.9623
H7641	H8152	0.9252
H7644	H7898	0.9285
H7645	H8660	0.9701
H7645	H8274	0.9487
H7646	H8056	0.9162
H7646	H8130	0.9118
H7647	H8297	0.9733
H7651	H8141	0.9054
H7662	H8065	0.9971
H7662	H8532	0.9968
H7662	H8624	0.9718
H7662	H7989	0.9337
H7666	H8283	0.973
H7666	H8297	0.9684
H7677	H8571	0.9993
H7677	H7902	0.9871
H7682	H8398	0.9391
H7682	H8173	0.9297
H7682	H7817	0.9166
H7682	H7797	0.9049
H7684	H8163	0.9535
H7690	H8532	0.9832
H7690	H8138	0.9288
H7698	H8059	0.9701
H7698	H8544	0.9587
H7698	H7874	0.9147
H7706	H8489	0.9772
H7706	H7747	0.9726
H7706	H7854	0.9122
H7707	H8446	0.9615
H7714	H7985	1.0
H7718	H8401	0.9021
H7725	H8085	0.925
H7732	H8555	0.9487
H7732	H8439	0.9037
H7747	H8489	0.9733
H7747	H7854	0.9251
H7747	H8503	0.9045
H7757	H7848	0.9195
H7778	H8098	0.9693
H7785	H7902	0.9488
H7797	H8173	0.9099
H7797	H7817	0.9018
H7806	H8246	1.0
H7806	H7848	0.9985
H7817	H8173	0.9323
H7819	H8263	0.9381
H7819	H8042	0.9098
H7826	H8525	0.9467
H7834	H7845	0.9367
H7848	H8246	0.9985
H7848	H8438	0.9765
H7848	H8144	0.9703
H7848	H8401	0.9074
H7854	H8489	0.9112
H7874	H8059	0.9428
H7874	H8045	0.9079
H7892	H8150	0.9253
H7892	H8605	0.922
H7896	H8415	0.9182
H7898	H8414	0.9364
H7898	H8069	0.9363
H7902	H8571	0.9877
H7926	H8553	0.9267
H7935	H8203	0.9574
H7956	H8286	0.9742
H7960	H8421	0.9147
H7989	H8624	0.9875
H7989	H8065	0.931
H7989	H8532	0.9307
H8002	H8081	0.9056
H8017	H8446	0.9615
H8032	H8543	0.9372
H8048	H8471	0.9624
H8048	H8322	0.9502
H8048	H8205	0.9342
H8048	H8384	0.9023
H8056	H8150	0.9262
H8056	H8130	0.9157
H8059	H8544	0.9487
H8060	H8092	1.0
H8060	H8348	1.0
H8060	H8087	0.9428
H8065	H8532	0.9913
H8065	H8624	0.969
H8081	H8573	0.9132
H8092	H8348	1.0
H8130	H8150	0.901
H8144	H8438	0.9865
H8144	H8401	0.9027
H8145	H8147	0.9405
H8145	H8337	0.9211
H8147	H8337	0.9338
H8152	H8283	0.9039
H8181	H8263	0.9492
H8181	H8449	0.9346
H8193	H8551	0.9216
H8193	H8394	0.9075
H8193	H8537	0.9032
H8201	H8372	0.9457
H8274	H8660	0.9971
H8283	H8297	0.9971
H8297	H8392	0.9971
H8318	H8453	0.9596
H8322	H8471	0.9477
H8352	H8646	0.9456
H8372	H8457	0.9918
H8372	H8481	0.9075
H8378	H8537	0.9635
H8394	H8572	0.9495
H8394	H8551	0.9252
H8394	H8431	0.9091
H8431	H8572	0.9574
H8454	H8615	0.9283
H8457	H8602	0.9623
H8457	H8636	0.9428
H8471	H8612	0.9713
H8477	H8519	0.9377
H8532	H8624	0.9687
H8551	H8572	0.9076
H8582	H8597	0.929
